sentence_id,sentence,candidate,cand_norm,cand_type,is_gold,token_pos,mt_score,mt_pred,is_named_entity,gold_terms,source_dataset,term_type,spanish_sentence,spanish_back_to_english_sentence,spanish_best_back_translation_word,spanish_fuzz_ratio,spanish_specialized,spanish_term_failed_to_translate,arabic_sentence,arabic_back_to_english_sentence,arabic_best_back_translation_word,arabic_fuzz_ratio,arabic_specialized,arabic_term_failed_to_translate,chinese_sentence,chinese_back_to_english_sentence,chinese_best_back_translation_word,chinese_fuzz_ratio,chinese_specialized,chinese_term_failed_to_translate,japanese_sentence,japanese_back_to_english_sentence,japanese_best_back_translation_word,japanese_fuzz_ratio,japanese_specialized,japanese_term_failed_to_translate,specialized_votes,normal_votes,lg_pred,masked sentence,subwords,number of subwords,candidate probability,candidate surprise,candidate avg surprise,top token,top token probability,gap,average gap,start word index,end word index,window start word index,window end word index,windowed_context,number of words,lg_score
0,"Mate, IRL you fold faster than a Walmart chair",Mate,mate,is_single_word,1,0,1.0,1,0.0,fold; irl; mate,genz-alpha-slangs,slang,"Amigo, en la vida real, tú te rindes más rápido que una silla de Walmart.","Friend, in real life, you give up faster than a Walmart chair.",faster,60.0,1.0,0.0,أيها الإخوة، في الواقع، أنت ت折 بشكل أسرع من كرسي وولمارت.,"Oh brothers, in fact, you fold faster than a Walmart chair.",faster,60.0,1.0,0.0,老兄，你在现实生活中折叠得比沃尔玛椅子还快。,"Old fellow, you fold up in real life faster than a Walmart chair.",faster,60.0,1.0,0.0,お前、リアルタイムでワルマートの椅子より速く折れるぞ。,"You, you can fold faster than a Walmart chair in real time.",faster,60.0,1.0,0.0,4.0,0.0,0,<mask> irl you fold faster than a walmart chair,▁mate,1.0,9.821982188678138e-06,11.530887603759766,11.530887603759766,Why,0.08484651879334175,9.063976287841797,9.063976287841797,0.0,0.0,0.0,8.0,0.0,1.0,9.063976287841797
0,"Mate, IRL you fold faster than a Walmart chair",IRL,irl,is_single_word,1,1,1.0,1,0.0,fold; irl; mate,genz-alpha-slangs,slang,"Amigo, en la vida real, tú te rindes más rápido que una silla de Walmart.","Friend, in real life, you give up faster than a Walmart chair.",real,57.14285714285714,1.0,0.0,أيها الإخوة، في الواقع، أنت ت折 بشكل أسرع من كرسي وولمارت.,"Oh brothers, in fact, you fold faster than a Walmart chair.",chair,50.0,1.0,0.0,老兄，你在现实生活中折叠得比沃尔玛椅子还快。,"Old fellow, you fold up in real life faster than a Walmart chair.",real,57.14285714285714,1.0,0.0,お前、リアルタイムでワルマートの椅子より速く折れるぞ。,"You, you can fold faster than a Walmart chair in real time.",real,57.14285714285714,1.0,0.0,4.0,0.0,0,mate <mask> <mask> you fold faster than a walmart chair,▁ir l,2.0,1.0493728731835896e-08,18.372488021850586,9.186244010925293,s makes,0.05005031800730162,15.377761602401733,7.688880801200867,1.0,1.0,0.0,8.0,0.0,1.0,7.688880801200867
0,"Mate, IRL you fold faster than a Walmart chair",you,you,is_single_word,0,2,0.0,0,0.0,fold; irl; mate,genz-alpha-slangs,slang,"Amigo, en la vida real, tú te rindes más rápido que una silla de Walmart.","Friend, in real life, you give up faster than a Walmart chair.",you,100.0,0.0,0.0,أيها الإخوة، في الواقع، أنت ت折 بشكل أسرع من كرسي وولمارت.,"Oh brothers, in fact, you fold faster than a Walmart chair.",you,100.0,0.0,0.0,老兄，你在现实生活中折叠得比沃尔玛椅子还快。,"Old fellow, you fold up in real life faster than a Walmart chair.",you,100.0,0.0,0.0,お前、リアルタイムでワルマートの椅子より速く折れるぞ。,"You, you can fold faster than a Walmart chair in real time.",you,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
0,"Mate, IRL you fold faster than a Walmart chair",fold,fold,is_single_word,1,3,0.25,0,0.0,fold; irl; mate,genz-alpha-slangs,slang,"Amigo, en la vida real, tú te rindes más rápido que una silla de Walmart.","Friend, in real life, you give up faster than a Walmart chair.",friend,40.0,1.0,0.0,أيها الإخوة، في الواقع، أنت ت折 بشكل أسرع من كرسي وولمارت.,"Oh brothers, in fact, you fold faster than a Walmart chair.",fold,100.0,0.0,0.0,老兄，你在现实生活中折叠得比沃尔玛椅子还快。,"Old fellow, you fold up in real life faster than a Walmart chair.",fold,100.0,0.0,0.0,お前、リアルタイムでワルマートの椅子より速く折れるぞ。,"You, you can fold faster than a Walmart chair in real time.",fold,100.0,0.0,0.0,1.0,3.0,0,,,,,,,,,,,,,,,,,0.0
0,"Mate, IRL you fold faster than a Walmart chair",faster,faster,is_single_word,0,4,0.0,0,0.0,fold; irl; mate,genz-alpha-slangs,slang,"Amigo, en la vida real, tú te rindes más rápido que una silla de Walmart.","Friend, in real life, you give up faster than a Walmart chair.",faster,100.0,0.0,0.0,أيها الإخوة، في الواقع، أنت ت折 بشكل أسرع من كرسي وولمارت.,"Oh brothers, in fact, you fold faster than a Walmart chair.",faster,100.0,0.0,0.0,老兄，你在现实生活中折叠得比沃尔玛椅子还快。,"Old fellow, you fold up in real life faster than a Walmart chair.",faster,100.0,0.0,0.0,お前、リアルタイムでワルマートの椅子より速く折れるぞ。,"You, you can fold faster than a Walmart chair in real time.",faster,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
0,"Mate, IRL you fold faster than a Walmart chair",than,than,is_single_word,0,5,0.0,0,0.0,fold; irl; mate,genz-alpha-slangs,slang,"Amigo, en la vida real, tú te rindes más rápido que una silla de Walmart.","Friend, in real life, you give up faster than a Walmart chair.",than,100.0,0.0,0.0,أيها الإخوة، في الواقع، أنت ت折 بشكل أسرع من كرسي وولمارت.,"Oh brothers, in fact, you fold faster than a Walmart chair.",than,100.0,0.0,0.0,老兄，你在现实生活中折叠得比沃尔玛椅子还快。,"Old fellow, you fold up in real life faster than a Walmart chair.",than,100.0,0.0,0.0,お前、リアルタイムでワルマートの椅子より速く折れるぞ。,"You, you can fold faster than a Walmart chair in real time.",than,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
0,"Mate, IRL you fold faster than a Walmart chair",a,a,is_single_word,0,6,0.0,0,0.0,fold; irl; mate,genz-alpha-slangs,slang,"Amigo, en la vida real, tú te rindes más rápido que una silla de Walmart.","Friend, in real life, you give up faster than a Walmart chair.",a,100.0,0.0,0.0,أيها الإخوة، في الواقع، أنت ت折 بشكل أسرع من كرسي وولمارت.,"Oh brothers, in fact, you fold faster than a Walmart chair.",a,100.0,0.0,0.0,老兄，你在现实生活中折叠得比沃尔玛椅子还快。,"Old fellow, you fold up in real life faster than a Walmart chair.",a,100.0,0.0,0.0,お前、リアルタイムでワルマートの椅子より速く折れるぞ。,"You, you can fold faster than a Walmart chair in real time.",a,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
0,"Mate, IRL you fold faster than a Walmart chair",Walmart,walmart,is_single_word,0,7,0.0,0,1.0,fold; irl; mate,genz-alpha-slangs,slang,"Amigo, en la vida real, tú te rindes más rápido que una silla de Walmart.","Friend, in real life, you give up faster than a Walmart chair.",walmart,100.0,0.0,1.0,أيها الإخوة، في الواقع، أنت ت折 بشكل أسرع من كرسي وولمارت.,"Oh brothers, in fact, you fold faster than a Walmart chair.",walmart,100.0,0.0,0.0,老兄，你在现实生活中折叠得比沃尔玛椅子还快。,"Old fellow, you fold up in real life faster than a Walmart chair.",walmart,100.0,0.0,0.0,お前、リアルタイムでワルマートの椅子より速く折れるぞ。,"You, you can fold faster than a Walmart chair in real time.",walmart,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
0,"Mate, IRL you fold faster than a Walmart chair",chair,chair,is_single_word,0,8,0.0,0,0.0,fold; irl; mate,genz-alpha-slangs,slang,"Amigo, en la vida real, tú te rindes más rápido que una silla de Walmart.","Friend, in real life, you give up faster than a Walmart chair.",chair,100.0,0.0,0.0,أيها الإخوة، في الواقع، أنت ت折 بشكل أسرع من كرسي وولمارت.,"Oh brothers, in fact, you fold faster than a Walmart chair.",chair,100.0,0.0,0.0,老兄，你在现实生活中折叠得比沃尔玛椅子还快。,"Old fellow, you fold up in real life faster than a Walmart chair.",chair,100.0,0.0,0.0,お前、リアルタイムでワルマートの椅子より速く折れるぞ。,"You, you can fold faster than a Walmart chair in real time.",chair,100.0,0.0,0.0,0.0,4.0,0,,,,,,,,,,,,,,,,,0.0
1,"Homie, this vibe is straight mid",Homie,homie,is_single_word,1,0,1.0,1,1.0,homie; mid,genz-alpha-slangs,slang,"Hombre, esta onda es completamente normal.","Dude, this wave is completely normal.",this,44.44444444444444,1.0,0.0,أخي، هذه الطاقة على صراحة وسط,"Brother, this energy is on the surface honestly.",the,50.0,1.0,0.0,兄弟，这种气氛超级平淡。,"Brother, this kind of atmosphere is super dull.",this,44.44444444444444,1.0,0.0,ホミー、この気分はまさに真っ直ぐだ。,"Homi, this mood is just straightforward.",homi,88.88888888888889,1.0,0.0,4.0,0.0,0,<mask> <mask> this vibe is straight mid,▁hom ie,2.0,3.371837936391461e-13,28.718148231506348,14.359074115753174,I of,0.028443552634322286,25.15831446647644,12.57915723323822,0.0,0.0,0.0,5.0,0.0,1.0,12.57915723323822
